courses_id,student_id,semester,grade,course_name,credits,departments_id,student_name,student_major,student_email,department_name,dep_building
39,2936,Spring 2024,B,Theories in Political Science and International Relations,2,9,Christopher Ruiz,CS,lsmith@example.net,Sociology and Anthropology,Cynthia Square
197,2413,Fall 2023,B,Ethics and Political Science and International Relations,2,8,Bryan Dunn,Physics,egarcia@example.org,Political Science and International Relations,Brown Mission
137,656,Fall 2023,A,Fundamentals of Marketing and Digital Strategy,2,13,Lisa Tran,Physics,meghanmacdonald@example.net,Marketing and Digital Strategy,Robinson Island
132,307,Fall 2023,A,Principles of Marketing and Digital Strategy,4,13,Edward Garcia,Physics,asmith@example.com,Marketing and Digital Strategy,Robinson Island
125,2379,Fall 2023,D,Advanced Entrepreneurship and Innovation,4,15,Matthew Welch,CS,gallagherchris@example.com,Entrepreneurship and Innovation,David Dale
115,4913,Fall 2023,A,Theories in Economics and Policy Studies,3,14,Jesse Jones,History,matthewcochran@example.com,Economics and Policy Studies,Burns Spur
60,506,Spring 2024,A,Advanced Computer Science and Artificial Intelligence,4,5,Michael Nolan,Physics,brandon03@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
111,2785,Fall 2023,F,Principles of Business Administration and Management,4,11,James Mcdowell,CS,randy95@example.com,Business Administration and Management,Page Center
55,1026,Fall 2023,D,Methods in Entrepreneurship and Innovation,1,16,Michael Garza,Math,danielletaylor@example.org,Medicine and Biomedical Research,Brenda Prairie
5,1608,Spring 2024,C,Applications of Economics and Policy Studies,3,14,William Walker,Physics,michelebraun@example.org,Economics and Policy Studies,Burns Spur
159,1416,Spring 2024,A,Classical Nursing and Public Health,2,17,William Dorsey,Math,joseph00@example.net,Nursing and Public Health,Campos Squares
1,1307,Spring 2024,A,Classical Physics and Astronomy,4,1,Frank Marks,History,charlesmendez@example.net,Physics and Astronomy,Henderson Path
9,3881,Fall 2023,D,Fundamentals of Chemistry and Materials Science,2,4,Robert Anderson,Physics,flemingkatherine@example.com,Computer Science and Artificial Intelligence,Bowman Burg
5,3322,Fall 2023,B,Applications of Economics and Policy Studies,3,14,Herbert Franco,CS,carl87@example.com,Economics and Policy Studies,Burns Spur
116,243,Fall 2023,A,Ethics and Chemistry and Materials Science,4,4,Brian James,Physics,geraldfisher@example.net,Computer Science and Artificial Intelligence,Bowman Burg
172,4635,Fall 2023,A,Fundamentals of Psychology and Behavioral Sciences,2,19,Monique Castro,CS,veronicabradford@example.org,Psychology and Behavioral Sciences,Andrade Center
22,4437,Fall 2023,B,Advanced Political Science and International Relations,3,9,Richard Figueroa,Physics,lharris@example.net,Sociology and Anthropology,Cynthia Square
49,2812,Fall 2023,D,Contemporary Issues in Biological Sciences,2,3,James Robles,History,holly31@example.org,Chemistry and Materials Science,Robbins Common
120,2564,Fall 2023,B,Modern Psychology and Behavioral Sciences,2,20,James Welch,CS,torresconnor@example.com,Environmental and Sustainability Studies,Brittany Mission
75,3522,Fall 2023,F,Research in Computer Science and Artificial Intelligence,4,5,Raymond Jones,CS,angela85@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
68,935,Fall 2023,C,History of Mechanical and Aerospace Engineering,3,6,Scott Johnson,Math,zjensen@example.com,History and Cultural Studies,Brittany Corners
133,2467,Spring 2024,F,Case Studies in Physics and Astronomy,1,1,Lisa Allen,CS,bethany24@example.org,Physics and Astronomy,Henderson Path
156,3726,Spring 2024,D,Modern Mechanical and Aerospace Engineering,4,5,Michael Scott,History,qramirez@example.net,Mechanical and Aerospace Engineering,Malone Turnpike
103,2551,Spring 2024,F,Ethics and Business Administration and Management,4,11,Christopher Banks,Math,xpowers@example.net,Business Administration and Management,Page Center
83,1705,Spring 2024,B,Theories in Sociology and Anthropology,2,9,John Hood,CS,michael00@example.org,Sociology and Anthropology,Cynthia Square
26,1513,Spring 2024,A,Theories in Biological Sciences,1,2,Erika Williams,CS,cynthiascott@example.net,Biological Sciences,Ramos Hills
143,2575,Spring 2024,B,Strategies in Marketing and Digital Strategy,2,13,Jennifer Lyons,History,rfuller@example.com,Marketing and Digital Strategy,Robinson Island
108,109,Spring 2024,D,History of Sociology and Anthropology,4,10,Timothy Mata Jr.,Math,heathercoleman@example.org,Linguistics and Modern Languages,Dana Cove
200,1512,Spring 2024,B,Research in Mechanical and Aerospace Engineering,2,5,Brandon Parks,CS,phaynes@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
114,4703,Fall 2023,B,Advanced Medicine and Biomedical Research,2,16,Rhonda Klein,History,daniel78@example.org,Medicine and Biomedical Research,Brenda Prairie
105,3878,Fall 2023,A,Advanced Psychology and Behavioral Sciences,2,20,Vincent Vargas,History,renee44@example.net,Environmental and Sustainability Studies,Brittany Mission
192,3879,Fall 2023,F,History of Business Administration and Management,1,11,Kelly Stevenson,Math,richardcampbell@example.org,Business Administration and Management,Page Center
83,2537,Spring 2024,D,Theories in Sociology and Anthropology,2,9,Melissa Schwartz,CS,qanderson@example.com,Sociology and Anthropology,Cynthia Square
40,1524,Spring 2024,A,Theories in History and Cultural Studies,4,7,Courtney Rojas,Physics,ihobbs@example.net,Philosophy and Ethics,Olsen Flats
146,4587,Spring 2024,A,Ethics and Nursing and Public Health,2,17,Connie Goodwin,CS,santiagolisa@example.net,Nursing and Public Health,Campos Squares
73,3326,Spring 2024,F,Contemporary Issues in Economics and Policy Studies,3,15,Anthony Miller,History,kevincooper@example.com,Entrepreneurship and Innovation,David Dale
85,968,Fall 2023,F,Perspectives on Business Administration and Management,4,11,Caroline Mccall,Math,amanda11@example.com,Business Administration and Management,Page Center
120,274,Fall 2023,D,Modern Psychology and Behavioral Sciences,2,20,Crystal Gardner,History,christopher99@example.com,Environmental and Sustainability Studies,Brittany Mission
89,3770,Fall 2023,C,Principles of Finance and Investment Studies,4,12,Denise Marsh,Physics,joebrown@example.org,Finance and Investment Studies,Davis Stream
159,4261,Fall 2023,B,Classical Nursing and Public Health,2,17,Katie Rangel,CS,brownkathleen@example.com,Nursing and Public Health,Campos Squares
62,4029,Fall 2023,C,Principles of Marketing and Digital Strategy,4,13,Matthew Lawson,History,amanda62@example.com,Marketing and Digital Strategy,Robinson Island
88,4977,Fall 2023,D,Perspectives on Philosophy and Ethics,3,7,Mr. Bryan Smith,Math,theodore91@example.net,Philosophy and Ethics,Olsen Flats
24,2325,Spring 2024,A,Foundations of Philosophy and Ethics,2,8,Zachary Collins,History,omar05@example.org,Political Science and International Relations,Brown Mission
161,513,Spring 2024,B,Strategies in Medicine and Biomedical Research,1,16,Paul Pruitt,History,collinsdonna@example.org,Medicine and Biomedical Research,Brenda Prairie
13,2488,Spring 2024,D,Perspectives on Biological Sciences,2,3,Alisha Stewart,Physics,david93@example.com,Chemistry and Materials Science,Robbins Common
119,4738,Spring 2024,A,Contemporary Issues in Pharmacy and Pharmaceutical Sciences,3,18,Wesley Chang,Math,michelleandrade@example.net,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
53,462,Fall 2023,C,Applications of Mechanical and Aerospace Engineering,4,6,Bailey Roberts,CS,stewartjulian@example.org,History and Cultural Studies,Brittany Corners
100,4581,Fall 2023,D,Methods in Philosophy and Ethics,2,7,Jonathan Bennett,Math,hcontreras@example.net,Philosophy and Ethics,Olsen Flats
121,427,Spring 2024,D,Innovations in Economics and Policy Studies,4,14,Tammy Callahan,Math,wpeck@example.org,Economics and Policy Studies,Burns Spur
111,753,Fall 2023,F,Principles of Business Administration and Management,4,11,Denise Brown,Physics,kboyd@example.org,Business Administration and Management,Page Center
67,1733,Fall 2023,B,Perspectives on Nursing and Public Health,3,17,Jenna Shaw,History,wrightmark@example.com,Nursing and Public Health,Campos Squares
80,1069,Fall 2023,F,Policy and Marketing and Digital Strategy,4,13,Joann Jordan,Physics,walter42@example.com,Marketing and Digital Strategy,Robinson Island
79,967,Spring 2024,B,Modern Sociology and Anthropology,1,10,Curtis Kim,Math,daniellekane@example.org,Linguistics and Modern Languages,Dana Cove
148,57,Fall 2023,C,Introduction to History and Cultural Studies,2,6,James Nelson,CS,josecastro@example.net,History and Cultural Studies,Brittany Corners
4,989,Fall 2023,A,Innovations in Physics and Astronomy,3,2,Laura Ramirez,History,christiankrista@example.net,Biological Sciences,Ramos Hills
117,4091,Fall 2023,F,Policy and Chemistry and Materials Science,3,4,Glenn Henry,History,elizabethjohnson@example.net,Computer Science and Artificial Intelligence,Bowman Burg
156,806,Fall 2023,D,Modern Mechanical and Aerospace Engineering,4,5,Renee Buck,History,dchandler@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
173,4597,Fall 2023,F,Policy and Marketing and Digital Strategy,1,13,Julia Rodriguez MD,Physics,jonjohnson@example.com,Marketing and Digital Strategy,Robinson Island
178,204,Spring 2024,D,Advanced Linguistics and Modern Languages,4,10,Steven Andersen,Physics,ginalambert@example.org,Linguistics and Modern Languages,Dana Cove
42,4561,Spring 2024,C,Contemporary Issues in Sociology and Anthropology,4,10,Samantha Pierce,Physics,troy91@example.com,Linguistics and Modern Languages,Dana Cove
69,493,Spring 2024,A,Theories in Biological Sciences,1,2,Thomas Hunt,Physics,daryllucas@example.org,Biological Sciences,Ramos Hills
176,1670,Spring 2024,C,Research in Sociology and Anthropology,2,9,Jesse Mendez,Math,melissajackson@example.net,Sociology and Anthropology,Cynthia Square
126,3851,Spring 2024,F,Modern Philosophy and Ethics,2,7,Chelsea Campbell,CS,pholland@example.org,Philosophy and Ethics,Olsen Flats
13,202,Spring 2024,C,Perspectives on Biological Sciences,2,3,Jennifer Cruz,Math,ghansen@example.net,Chemistry and Materials Science,Robbins Common
78,787,Spring 2024,A,Theories in Marketing and Digital Strategy,1,13,Alexander Thompson,Math,ferickson@example.org,Marketing and Digital Strategy,Robinson Island
135,4708,Spring 2024,D,Perspectives on Mechanical and Aerospace Engineering,3,6,Steven Lee,History,hartalexandra@example.org,History and Cultural Studies,Brittany Corners
83,1225,Spring 2024,C,Theories in Sociology and Anthropology,2,9,Joseph Buchanan,CS,josephvega@example.org,Sociology and Anthropology,Cynthia Square
33,1266,Spring 2024,C,Introduction to Entrepreneurship and Innovation,1,16,Steven Jackson,Physics,michael98@example.org,Medicine and Biomedical Research,Brenda Prairie
159,2044,Spring 2024,D,Classical Nursing and Public Health,2,17,Becky Schmidt,CS,pscott@example.net,Nursing and Public Health,Campos Squares
100,3019,Fall 2023,D,Methods in Philosophy and Ethics,2,7,Michael Hodges,CS,yvonne88@example.org,Philosophy and Ethics,Olsen Flats
17,183,Spring 2024,B,Experimental Physics and Astronomy,4,1,Brittney Ford,Math,smiller@example.net,Physics and Astronomy,Henderson Path
111,1635,Fall 2023,D,Principles of Business Administration and Management,4,11,Ronald Ferguson,Physics,darrell85@example.com,Business Administration and Management,Page Center
9,3288,Spring 2024,D,Fundamentals of Chemistry and Materials Science,2,4,Amber Anderson,History,riosangela@example.com,Computer Science and Artificial Intelligence,Bowman Burg
125,4444,Spring 2024,D,Advanced Entrepreneurship and Innovation,4,15,Steven Smith,Physics,taylordouglas@example.net,Entrepreneurship and Innovation,David Dale
31,1527,Spring 2024,B,Modern Marketing and Digital Strategy,1,13,Michael Maldonado,CS,fcarter@example.net,Marketing and Digital Strategy,Robinson Island
132,3221,Spring 2024,D,Principles of Marketing and Digital Strategy,4,13,Lee Miller,Math,howard91@example.org,Marketing and Digital Strategy,Robinson Island
131,1138,Fall 2023,C,Foundations of Sociology and Anthropology,3,10,Maria Washington,Math,fwilliams@example.net,Linguistics and Modern Languages,Dana Cove
168,2611,Spring 2024,C,Methods in Medicine and Biomedical Research,3,16,John Harris,Math,qmann@example.net,Medicine and Biomedical Research,Brenda Prairie
162,3990,Spring 2024,F,Experimental Psychology and Behavioral Sciences,2,19,Austin Ray,Physics,walkerangela@example.org,Psychology and Behavioral Sciences,Andrade Center
60,1181,Fall 2023,A,Advanced Computer Science and Artificial Intelligence,4,5,Bobby Fischer,Math,millerthomas@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
161,911,Spring 2024,A,Strategies in Medicine and Biomedical Research,1,16,Madeline Lawson,Math,vsmith@example.com,Medicine and Biomedical Research,Brenda Prairie
196,963,Spring 2024,A,Research in Environmental and Sustainability Studies,1,20,Dr. Charles Vargas,Physics,nathanbennett@example.org,Environmental and Sustainability Studies,Brittany Mission
197,3255,Spring 2024,C,Ethics and Political Science and International Relations,2,8,Johnny Holmes,Math,terranceerickson@example.org,Political Science and International Relations,Brown Mission
144,3712,Spring 2024,C,Classical Psychology and Behavioral Sciences,4,20,Charles Santiago,CS,nguyenthomas@example.com,Environmental and Sustainability Studies,Brittany Mission
169,2139,Fall 2023,A,Strategies in Pharmacy and Pharmaceutical Sciences,1,18,Anna Hudson,CS,ggray@example.org,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
45,2079,Fall 2023,F,Case Studies in Chemistry and Materials Science,3,4,Benjamin Ray,History,brendameyer@example.org,Computer Science and Artificial Intelligence,Bowman Burg
124,190,Fall 2023,A,Advanced Physics and Astronomy,4,1,Kevin Solomon,Physics,zmartin@example.com,Physics and Astronomy,Henderson Path
189,626,Spring 2024,B,Fundamentals of Biological Sciences,2,2,John Elliott,Physics,dbrown@example.com,Biological Sciences,Ramos Hills
78,4193,Spring 2024,A,Theories in Marketing and Digital Strategy,1,13,Jessica Murphy,Physics,mwilliams@example.com,Marketing and Digital Strategy,Robinson Island
189,1031,Fall 2023,A,Fundamentals of Biological Sciences,2,2,Renee Floyd,Physics,robertsandrea@example.net,Biological Sciences,Ramos Hills
168,4085,Spring 2024,B,Methods in Medicine and Biomedical Research,3,16,Sandra Rogers,Physics,derek53@example.org,Medicine and Biomedical Research,Brenda Prairie
82,4849,Fall 2023,D,Research in Philosophy and Ethics,2,7,Peter Wallace,Math,steven14@example.org,Philosophy and Ethics,Olsen Flats
105,2494,Fall 2023,C,Advanced Psychology and Behavioral Sciences,2,20,Lauren Johnson,Math,awilliamson@example.com,Environmental and Sustainability Studies,Brittany Mission
89,512,Fall 2023,D,Principles of Finance and Investment Studies,4,12,Susan Foster,History,andersonkatie@example.net,Finance and Investment Studies,Davis Stream
198,4033,Spring 2024,B,Advanced Philosophy and Ethics,4,7,Leslie Mcdaniel,Physics,tammygriffith@example.net,Philosophy and Ethics,Olsen Flats
94,186,Fall 2023,B,Theories in Pharmacy and Pharmaceutical Sciences,1,18,Monique Taylor,CS,michelle31@example.org,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
136,2195,Spring 2024,B,Contemporary Issues in Mechanical and Aerospace Engineering,1,5,Kayla Sanchez,Physics,william32@example.net,Mechanical and Aerospace Engineering,Malone Turnpike
14,4687,Fall 2023,A,Advanced History and Cultural Studies,3,7,Kathryn Morgan,Physics,fostermarcus@example.com,Philosophy and Ethics,Olsen Flats
81,3466,Spring 2024,A,Ethics and Computer Science and Artificial Intelligence,1,5,Rachel Greer,Math,chad83@example.net,Mechanical and Aerospace Engineering,Malone Turnpike
136,3753,Spring 2024,F,Contemporary Issues in Mechanical and Aerospace Engineering,1,5,Eric Bradford,CS,uromero@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
